Covidence #,DOI,Title,Authors,Published Year,Journal,Purpose,Vascular Disease/Procedure,Data Source,Period Start,Period end,Ground Truth,Image Type,Input,Output,Sample Size,Event Size,CV Architecture,Explainability?,Validation Method,Train/Test/Validate,Outcomes,External Validation Outcomes,Participants,Predictors,Outcomes_probast,Analysis,Overall,"Title (prediction, population, outcome)","Abstract  (objectives, design, predictors, outcome, stats, results)",Background (rationale),Objectives,Data (Source),Data (Dates),Participants (setting),Participants (eligibility),Paritcipants (treatments),Data Preparation (similar/diff b/w groups?),"Outcome (definition, timing)",Outcome (subjective),Outcome (blind),Analysis (use: eval of model performance?),Analysis (predictors handling: transforms etc.),"Analysis (model rationale, hyperparam)",Analysis (heterogeneity),Analysis (measures and plots),Analysis (model updating),Analysis (predictions calculation),Class Imbalance methods,Fairness,"Model Output (if classification, what threshold ID?)","Model specification (how to use, differences for healthcare)","Particiapants (number of participants with/without outcome, follow-up, ?diagram)","Participants (characteristics, number with missing data)","Model development (# of participants, event rate)","Model specification (formula, code, program)","Model performance (CI,)",Model updating (results),Interpretation,Limitations,Usability (poor input),Usability (interaction/expertise),Usability (future steps),Ethical approval,Funding,Conflicts of Intereset,Protocol,Registration,Data sharing,Code sharing,Patient and Public involvement,,,,,,,
#7135,10.1007/s12652-021-03295-6,Automatic diagnosis of common carotid artery disease using different machine learning techniques,"Abd-Ellah, MK; Khalaf, AAM; Gharieb, RR; Hassanin, DA",2021,JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING,Segmentation->Diagnosis,Carotid stenosis,Public,NR,NR,Public,Us,US of CCA ,"Segmentation of lumen, then active contour, then classification with AlexNet (plaque or no plaque) ",,N/A,Segmentation: RCNN. Diagnosis: CNN (AlexNEt),0,NR ,NR ,"JS=0.9086, acc=0.975, MAD=0.01 mm",0,u,l,l,u,u,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,
#7147,10.1016/j.eng.2023.11.014,A Dual-Functional System for the Classification and Diameter Measurement of Aortic Dissections Using CTA Volumes via Deep Learning,"Huang, ZH; Wang, R; Yu, H; Xu, YF; Cheng, C; Wang, GW; Cao, HS; Wei, X; Zhang, HT",2024,ENGINEERING,Diagnosis,Aortic dissection ,Retrospective (single),2014,2020,1 cardiovascular surgeon ,CTA ,CTA ,"Classification: DeBakey classification (normal: I, II, III)",279 (61190 images),,"CNN,ResNet,Unet",0,NR ,50/50',f1=0.96,0,l,l,l,u,u,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,
#7155,10.3390/electronics10202559,Segmentation of Aorta 3D CT Images Based on 2D Convolutional Neural Networks,"Bonechi, S; Andreini, P; Mecocci, A; Giannelli, N; Scarselli, F; Neri, E; Bianchini, M; Dimitri, GM",2021,ELECTRONICS,Segmentation,Aorta ,Retrospective (single),NR,NR,Radiologist (semi-automatic) ,CT,CT of aorta,Segmentation of aorta in all 3 planes followed by reconstruction ,154,N/A ,Ensemble: Unet + LinkNet,0,0,87/6.5/6.5,IoU=0.7317 ,0,l,l,u,h,h,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,,,,,,
#7163,10.1117/12.2511932,U-Net based automatic carotid plaque segmentation from 3D ultrasound images,"Zhou, R; Ma, W; Fenster, A; Ding, MY",2019,MEDICAL IMAGING 2019: COMPUTER-AIDED DIAGNOSIS,Segmentation,Carotid stenosis,Retrospective (single),NR,NR,Unlabelled data first. Then labelled to fine tune it. NR who ,US,US of CCA ,Segmentation of plaque ,13 (34 images),N/A,Unet,0,NR ,NR,DC=0.9072,0,u,l,h,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
#7204,10.3390/electronics11030329,Wound Detection by Simple Feedforward Neural Network,"Marijanovic, D; Nyarko, EK; Filko, D",2022,ELECTRONICS,Segmentation ,Foot ulcer,Public ,NR,NR,Public ,Skin image, Foot image,Ulcer segmentation ,1210 images,N/A,Feed forward neural network,0,NR,80/20',"recall=0.77, prec=0.72, DC=0.74",0,u,l,u,h,h,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,,,,,,,
#7216,10.1007/978-3-030-01364-6_3,Multiple Device Segmentation for Fluoroscopic Imaging Using Multi-task Learning,"Breininger, K; Würfl, T; Kurzendorfer, T; Albarqouni, S; Pfister, M; Kowarschik, M; Navab, N; Maier, A",2018,INTRAVASCULAR IMAGING AND COMPUTER ASSISTED STENTING AND LARGE-SCALE ANNOTATION OF BIOMEDICAL DATA AND EXPERT LABEL SYNTHESIS,Segmentation,EVAR ,Retrospective (single),NR,NR,1 medical imaging expert ,X-ray ,DSA  ,"Segmentaiton of aorta stents, guidewires and pigtail catheters ",74 images,N/A,Unet (3 tasks: noted in output),0,NR,40/50/10,"DC=0.854, prec=0.874, recall=0.838",0,l,l,l,h,h,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
#7233,10.1109/ISBI48211.2021.9434028,FOCAL-BALANCED ATTENTION U-NET WITH DYNAMIC THRESHOLDING BY SPATIAL REGRESSION FOR SEGMENTATION OF AORTIC DISSECTION IN CT IMAGERY,"IEEE; Lee, SH; Huang, LT; Kuo, P; Wang, CK; Guo, J",2021,2021 IEEE 18TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI),Segmentation,Aortic dissection ,Retrospective (single),NR,NR,Cardiovascular radiologists ,CT ,CT of whole body ,Segmentation of dissected aorta ,130,100,Unet ,1 (probability map) ,5-fold cross validation,80/20' ,"sens=0.991, spec=0.932, AUROC=0.974, DC=0.875",0,u,l,l,u,u,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,
#7242,10.1109/BIBM49941.2020.9313434,Vessel lumen segmentation in carotid artery ultrasounds with the U-Net convolutional neural network,"Xie, MY; Li, YZ; Xue, YZ; Huntress, L; Beckerman, W; Rahimi, S; Ady, J; Roshan, U",2020,2020 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE,Segmentation ,Carotid stenosis,Retrospective (single),NR,NR ,NR  ,US ,B-mode carotid US ,Segmentation of carotid lumen ,226,N/A,Unet,0,10-fold cross validation,90/10',acc=0.966 ,0,u,l,u,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,
#7282,10.1109/isbi45749.2020.9098362,DEEP LEARNING BASED DETECTION OF ACUTE AORTIC SYNDROME IN CONTRAST CT IMAGES,"IEEE; Yellapragada, MS; Xie, YT; Graf, B; Richmond, D; Krishnan, A; Sitek, A",2020,2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020),Diagnosis ,"Aoritc disease (dissection, IMH + atherosclerotic aortic ulcer)",Retrospective (single),,,"Radiology charts (dissection,hematoma, ulcer -> positive, uncertain, negative) ",CT ,CT contrasts    ,Classification: acute aortic syndrome (positive chart) or not ,280,230,"Ensemble: CNN (LSTM), Multiple Instance learning model",0,NR,80/20',AUROC=0.985 ,0,u,l,u,h,h,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
#7290,10.1080/13682199.2019.1663083,Varicose ulcer(C6) wound image tissue classification using multidimensional convolutional neural networks,"Rajathi, V; Bhavani, RR; Jiji, GW",2019,IMAGING SCIENCE JOURNAL,Segmentation,Varicose ulcers ,NR,NR,NR,NR,Skin images  ,Image of venous ulcer,"Segmentation of wound (non-ML: active contour). Then segmentation of mask into the tissue types: granulation, slough, necrosis, epithelial",1250,N/A,CNN ,0,NR,75/25',"aa=0.9955, spec=0.9806, sens=0.9566",0,h,l,u,h,h,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,
#7307,10.1002/jmri.29236,Deep Learning-Based Analysis of Aortic Morphology From Three-Dimensional MRI,"Guo, J; Bouaou, K; Houriez--Gombaud-Saintonge, S; Gueda, M; Gencer, U; Nguyen, V; Charpentier, E; Soulat, G; Redheuil, A; Mousseaux, E; Kachenoura, N; Dietenbeck, T",2024,JOURNAL OF MAGNETIC RESONANCE IMAGING,Segmentation->Quantification,Aortic disease ,Retrospective (multi),,,3 experts  ,MRI  ,Thoracic MRI ,Segmentation of aorta and landmark detection (7). The centerline extraction. Then quantification (automatic) ,391,N/A,"Unet (segmentaiton), double deep Q network (landmarks) ",0,NR,60/20/20',"DC=0.90, HD=12.11 mm",0,l,l,l,u,u,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,,,,,,,
#7336,10.3390/s21206839,Encoder-Decoder Architecture for Ultrasound IMC Segmentation and cIMT Measurement,"Al-Mohannadi, A; Al-Maadeed, S; Elharrouss, O; Sadasivuni, KK",2021,SENSORS,Segmentaiton,Carotid stenosis,Public ,NR,NR,2 clinical experts ,US ,US of CCA ,Segmentation of intime media of carotid followed by cIMT measurement ,100,N/A,Unet+SegNet ,0,NR,50/50',"f1=0.7992, JI=0.6024, DC=0.7423",0,l,l,l,u,u,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,,,,,,,
#7340,10.1117/12.2607754,Cascaded U-net for segmentation of endovascular path in mechanical thrombectomy,"De Turenne, A; Eugène, F; Blanc, R; Szewczyk, J; Haigron, P",2022,"MEDICAL IMAGING 2022: IMAGE-GUIDED PROCEDURES, ROBOTIC INTERVENTIONS, AND MODELING",Segmentation ,Mechanical thrombectomy,Retrospective (single),NR,NR,Physicians ,MRA  ,MRA of head + neck,Segmentation of common and internal carotid and aortic arch ,16,N/A,U-net,0,NR,80/20',"DC=0.851, sens=0.922",0,h,l,u,h,h,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
#7354,10.1007/s10916-023-01938-z,REBOA Zone Estimation from the Body Surface Using Semantic Segmentation,"Takata, T; Yamada, K; Yamamoto, M; Kondo, H",2023,JOURNAL OF MEDICAL SYSTEMS,Segmentation ,REBOA ,Public ,NR,NR,author  ,CT ,CT of whole body ,Segmentation of three key zones for REBOA ,198,,DeepLab,0,9-fold Cross validation,89/11',DC=0.847,0,l,l,l,h,h,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,
#66,https://dx.doi.org/10.3390/diagnostics14090866,Artificial Intelligence Provides Accurate Quantification of Thoracic Aortic Enlargement and Dissection in Chest CT.,"Fink, Nicola; Yacoub, Basel; Schoepf, U Joseph; Zsarnoczay, Emese; Pinos, Daniel; Vecsey-Nagy, Milan; Rapaka, Saikiran; Sharma, Puneet; O'Doherty, Jim; Ricke, Jens; Varga-Szemes, Akos; Emrich, Tilman",2024,"Diagnostics (Basel, Switzerland)",Quantification + Diagnosis,Aorta (dissection and aneurysm),Retrospective (single),NR,NR ,Radiologist,CTA ,CTA of tthoracic aorta,Segmentation then centerline then Diameter of aorta + Classification: dissection or not. ,100,42,Unet ,1 (probability map) ,NR ,80/20',"Segmentation: DC=0.93. Diagnosis: acc=0.921, sens=0.881, spec=0.957",0,l,l,l,u,u,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,
#103,https://dx.doi.org/10.1016/j.heliyon.2024.e24547,Improved detection of aortic dissection in non-contrast-enhanced chest CT using an attention-based deep learning model.,"Dong, Fenglei; Song, Jiao; Chen, Bo; Xie, Xiaoxiao; Cheng, Jianmin; Song, Jiawen; Huang, Qun",2024,Heliyon,Diagnosis,Aortic dissection (A and B),Retrospective (multi),2015,2023,Radiologist,Non-contrast enhanced chest CT,CT of aorta ,Classification: AD or not ,400,200,YOLOv5 + convolutional block attention module ,1 (grad-CAM),NR,80/20',"AUROC=0.938, acc=0.915, sens=0.90, spec=0.929",1,l,l,l,l,l,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,,,,,,,
#104,https://dx.doi.org/10.3390/diagnostics14010046,Feasibility of Encord Artificial Intelligence Annotation of Arterial Duplex Ultrasound Images.,"Bellomo, Tiffany R; Goudot, Guillaume; Lella, Srihari K; Landau, Eric; Sumetsky, Natalie; Zacharias, Nikolaos; Fischetti, Chanel; Dua, Anahita",2023,"Diagnostics (Basel, Switzerland)",Segmentation,Popliteal artery aneurysms,Retrospective (multi),2008,2022,Physician (vascular interpretation certified) ,US,"65% B-mode, 35% Doppler ",Segmentation of inner and outer lumen ,28 (100 images),N/A,Software (Encord) based on Mask RCNN ,,NR,80/20',"Recall=0.575, prec=0.525",0,l,l,l,u,u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,,,,
#258,https://dx.doi.org/10.1016/j.compbiomed.2023.107648,Exploring a frequency-domain attention-guided cascade U-Net: Towards spatially tunable segmentation of vasculature.,"Mu, Nan; Lyu, Zonghan; Zhang, Xiaoming; McBane, Robert; Pandey, Aditya S; Jiang, Jingfeng",2023,Computers in biology and medicine,Segmentation ,"General (vessel segmentation), eval on AAA dataset ",Public,NR,NR,Public ,CTA ,CTA of AAA ,Segmentation of AAA,50,N/A,Unet + frequency and attention module ,0,NR,80/20',"DC=0.89896, sens=0.95682, spec=0.9970, HD=0.9.775mm",0,u,l,u,u,u,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,,,,,,
#264,https://dx.doi.org/10.1177/15385744231189024,Applying Artificial Intelligence to Predict Complications After Endovascular Aneurysm Repair.,"Long, Becky; Cremat, Danielle L; Serpa, Eduardo; Qian, Sinong; Blebea, John",2024,Vascular and endovascular surgery,Prognosis ,EVAR ,Retrospective (single),2011,2020,Charts ,CTA ,CTA of EVAR ,"Classification: post-op complications (endoleak, AAA rupture, graft limb occlusion, Renal artery occlusion, neck dilation) or not",273,48,Deep CNN ,0,NR,85/15',AUROC=0.62,0,l,l,l,u,u,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,
#296,https://dx.doi.org/10.1002/mp.16612,Real-time 3D reconstruction of guidewires and stents using two update X-ray projections in a rotating imaging setup.,"Voth, Tim; Koenig, Thomas; Eulig, Elias; Knaup, Michael; Wiesmann, Veit; Horndler, Klaus; Kachelries, Marc",2023,Medical physics,Segmentation ,Vascular stents,Simulated dataset (phantom) + Public ,N/A,N/A,Reconsturctions with FDK method,X-ray,3D X-ray fluoroscopy,Segmentation of stents and guidewires ,N/A (several different datasets),N/A,Unet,0,NR,70/30',Not well recorded,0,u,l,u,h,h,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,
#354,https://dx.doi.org/10.3390/healthcare11212840,CADFU for Dermatologists: A Novel Chronic Wounds & Ulcers Diagnosis System with DHuNeT (Dual-Phase Hyperactive UNet) and YOLOv8 Algorithm.,"Shah, Syed Muhammad Ahmed Hassan; Rizwan, Atif; Atteia, Ghada; Alabdulhafith, Maali",2023,"Healthcare (Basel, Switzerland)",Diagnosis,Diabetic Foot (infjection),Public ,NR,NR,NR,Skin image,Foot image ,Segmentation of wounds then classifiaction (wound or not) with bounding box and confidence,4050,N/A,Unet + YOLOv8 ,1 (feature maps),NR,90/10',"DC=0.85, prec=0.926",0,u,l,l,l,u,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,
#388,https://dx.doi.org/10.3390/mi13122237,A Deep-Learning-Based Guidewire Compliant Control Method for the Endovascular Surgery Robot.,"Lyu, Chuqiao; Guo, Shuxiang; Zhou, Wei; Yan, Yonggan; Yang, Chenguang; Wang, Yue; Meng, Fanxu",2022,Micromachines,Management,EVAR ,Simulated (phantom),N/A,N/A,N/A,X-ray,DSA  ,Classification: presence or absence of a hidden collision in the current frame ,N/A,N/A,CNN for guidewire-compliant control method ,1 (class activation mapping),NR,NR,acc=0.9486,0,l,l,u,h,h,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,,,,,,,
#653,https://dx.doi.org/10.1038/s41598-022-19204-6,Deep learning-based quantitative estimation of lymphedema-induced fibrosis using three-dimensional computed tomography images.,"Son, Hyewon; Lee, Suwon; Kim, Kwangsoo; Koo, Kyo-In; Hwang, Chang Ho",2022,Scientific reports,Diagnosis ,Lymphedema,Retrospective (single),2018,2019,NR,CT images ,CT image of lymphedema,"Segmentation: air, skin, muscle/water, fat, fibrosis",27 (2138 images),,SegNet ,0,NR,65/25/15',"f1=0.868, acc=0.776",0,l,l,l,u,u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,,,,,,,
#738,https://dx.doi.org/10.1007/s10278-021-00529-z,Deep Learning-based Automated Aortic Area and Distensibility Assessment: the Multi-Ethnic Study of Atherosclerosis (MESA).,"Jani, Vivek P; Kachenoura, Nadjia; Redheuil, Alban; Teixido-Tura, Gisela; Bouaou, Kevin; Bollache, Emilie; Mousseaux, Elie; De Cesare, Alain; Kutty, Shelby; Wu, Colin O; Bluemke, David A; Lima, Joao A C; Ambale-Venkatesh, Bharath",2022,Journal of digital imaging,Segmentation,Aorta ,Public,2000,2002,NR,MRI ,MRI of aorta,Segmentation of the aorta ,1872,N/A,Unet,0,NR,60/20/20,"DC=0.9755, correlation coeff=0.96 ",1,l,l,u,h,h,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,,,,,,,
#901,https://dx.doi.org/10.1007/s10278-021-00465-y,Deep Learning Improves the Temporal Reproducibility of Aortic Measurement.,"Bratt, Alex; Blezek, Daniel J; Ryan, William J; Philbrick, Kenneth A; Rajiah, Prabhakar; Tandon, Yasmeen K; Walkoff, Lara A; Cai, Jason C; Sheedy, Emily N; Korfiatis, Panagiotis; Williamson, Eric E; Erickson, Bradley J; Collins, Jeremy D",2021,Journal of digital imaging,Segmentation ,AAA ,Retrospective (single),2014,2020,3D lab technologist ,CT ,CT of aorta ,Segmentation of aorta ,2835,,Unet + EfficientNet ,0,50 hold-out,N/A,"DC=0.96, ",0,l,l,l,h,h,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,,,,,,,
#934,https://dx.doi.org/10.1109/JBHI.2021.3060163,Deep Learning-Based Measurement of Total Plaque Area in B-Mode Ultrasound Images.,"Zhou, Ran; Guo, Fumin; Azarpazhooh, M Reza; Hashemi, Samineh; Cheng, Xinyao; Spence, J David; Ding, Mingyue; Fenster, Aaron",2021,IEEE journal of biomedical and health informatics,Prognosis ,Carotid stenosis,Public ,NR,NR,2 observers,US ,B-mode US ,Segmentation of carotid plaque to sum up to give total plaque area ,144,,Unet + frequency and attention module ,0,NR,70/30',"DC=0.84, correlation coeff=0.996 ",0,u,l,l,l,u,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,
#955,https://dx.doi.org/10.1016/j.ejrad.2020.109424,Artificial intelligence assistance improves reporting efficiency of thoracic aortic aneurysm CT follow-up.,"Rueckel, J; Reidler, P; Fink, N; Sperl, J; Geyer, T; Fabritius, M P; Ricke, J; Ingrisch, M; Sabel, B O",2021,European journal of radiology,Segmentation ,Aortic aneurysm,Retrospective (single),NR,NR,1 radiolgoist + 2 residents ,CT ,CT of aorta ,Segmentation of aorta and identification of 9 landmarks and maximum diameter ,18,,Software (AI-Rad) based on deep image-to-image network (DI2IN),0,Pre-trained,Pre-trained (software),"time reduction=0.37, ",0,l,l,l,u,u,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,
#1024,https://dx.doi.org/10.1016/j.compbiomed.2020.103847,Two-stage artificial intelligence model for jointly measurement of atherosclerotic wall thickness and plaque burden in carotid ultrasound: A screening tool for cardiovascular/stroke risk assessment.,"Biswas, Mainak; Saba, Luca; Chakrabartty, Shubhro; Khanna, Narender N; Song, Hanjung; Suri, Harman S; Sfikakis, Petros P; Mavrogeni, Sophie; Viskovic, Klaudija; Laird, John R; Cuadrado-Godia, Elisa; Nicolaides, Andrew; Sharma, Aditya; Viswanathan, Vijay; Protogerou, Athanasios; Kitas, George; Pareek, Gyan; Miner, Martin; Suri, Jasjit S",2020,Computers in biology and medicine,Segmentation,Carotid stenosis,Retrospective (single),NR,NR ,1 radiologist ,US ,Carotid US,Segmentation of carotid plaques and LIB and MAB to calc cIMT and TPA. ,250,N/A,Software (Atheroedge),0,10-fold cross validation ,90/10',"Correlation coeff=0.99, for TPA: CC=0.89",0,h,l,l,u,h,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,,,,,,
#1040,https://dx.doi.org/10.1016/j.compmedimag.2020.101734,Pyramid attention recurrent networks for real-time guidewire segmentation and tracking in intraoperative X-ray fluoroscopy.,"Zhou, Yan-Jie; Xie, Xiao-Liang; Zhou, Xiao-Hu; Liu, Shi-Qi; Bian, Gui-Bin; Hou, Zeng-Guang",2020,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,Segmentation ,Vascular stents,Public (3),NR,NR,Public ,X-ray,X-ray fluoroscopy,Segmentation of guidewire ,Not well recorded ,N/A,Pyramind attentino recurrent netowkr ,0,NR ,80/20',Not wel recorded,0,u,l,u,h,h,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
#1131,,Atherosclerotic carotid plaque on panoramic radiographs: neural network detection.,"Kats, Lazar; Vered, Marilena; Zlotogorski-Hurvitz, Ayelet; Harpaz, Itai",2019,International journal of computerized dentistry,Diagnosis ,Carotid stenosis,Retrospective (single),NR,NR ,2 radiologists,X-ray,Panoramic images,Bounding box around carotid plaque,65,N/A,Fast RCNN ,0,NR ,70/20/10',"sens=0.75, spec=0.80, acc=0.83",0,l,l,l,h,h,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
#1227,https://dx.doi.org/10.1007/s11548-018-1779-6,Intraoperative stent segmentation in X-ray fluoroscopy for endovascular aortic repair.,"Breininger, Katharina; Albarqouni, Shadi; Kurzendorfer, Tanja; Pfister, Marcus; Kowarschik, Markus; Maier, Andreas",2018,International journal of computer assisted radiology and surgery,Segmentation ,EVAR ,Retrospective (single),NR,NR,1 expert,X-ray,X-ray fluoroscopy,Segmentation of stent for EVAR ,63,N/A ,CNN (with residual connections),0,NR,57/43',"DC=0.933, AUC=0.996 ",0,l,l,l,h,h,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,,,,,,,
#1871,https://dx.doi.org/10.1002/mrm.20828,Quantification of atherosclerotic plaque components using in vivo MRI and supervised classifiers.,"Hofman, J M A; Branderhorst, W J; ten Eikelder, H M M; Cappendijk, V C; Heeneman, S; Kooi, M E; Hilbers, P A J; ter Haar Romeny, B M",2006,Magnetic resonance in medicine,Segmentation,Carotid stenosis,Retrospective (single),NR,NR,Histology ,MRI  ,MRI of carotids ,"Segmentation of plaque (calcified, fibrous, intraplaque hemorrhage, lipid core)",25,N/A,"Ensemble: Bayes, KNN, feed-forward neural netowkr, Bayes ",0,NR,50/50',Not weell recorded,0,u,l,l,u,u,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,
#3473,https://dx.doi.org/10.1016/j.cmpb.2020.105420,Catheter segmentation in X-ray fluoroscopy using synthetic data and transfer learning with light U-nets,Gherardini M.; Mazomenos E.; Menciassi A.; Stoyanov D. ,2020,Computer Methods and Programs in Biomedicine,Segmentation,Catheter,Public ,NR,NR,1 author ,X-ray,X-ray fluoroscopy ,Segmentation of the catether ,12207,N/A,U-net,0,6-fold cross validation,84/16',DC=0.33,0,u,l,l,u,u,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,,,,,,,
#6671,10.1007/s00330-022-09068-9,Machine learning for the automatic assessment of aortic rotational flow and wall shear stress from 4D flow cardiac magnetic resonance imaging,"Garrido-Oliver, J; Aviles, J; Córdova, MM; Dux-Santoy, L; Ruiz-Muñoz, A; Teixido-Tura, G; Talou, GDM; Ferez, XM; Jiménez, G; Evangelista, A; Ferreira-González, I; Rodriguez-Palomares, J; Camara, O; Guala, A",2022,EUROPEAN RADIOLOGY,Segmentation,Aorta ,Prospective ,2014,2017,Several experts ,MRI  ,4D FLOW MRI ,Segmentation of aorta and landmark detection   ,444,,"Segmentation: 3D nnUnet,Landmark: Deep Q-network algo",,,80/20',DC=0.949,0,l,l,l,u,u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,,,,,,,
